지점,지점명,일시,30cm 지중온도(°C)
283,경주시,2020-08-18 18:00,30.2
283,경주시,2020-08-18 19:00,30.4
283,경주시,2020-08-18 20:00,30.6
283,경주시,2020-08-18 21:00,30.7
283,경주시,2020-08-18 22:00,30.8
283,경주시,2020-08-18 23:00,30.8
283,경주시,2020-08-19 00:00,30.7
283,경주시,2020-08-19 01:00,30.7
283,경주시,2020-08-19 02:00,30.5
283,경주시,2020-08-19 03:00,30.4
283,경주시,2020-08-19 04:00,30.3
283,경주시,2020-08-19 05:00,30.1
283,경주시,2020-08-19 06:00,30
283,경주시,2020-08-19 07:00,29.8
283,경주시,2020-08-19 08:00,29.7
283,경주시,2020-08-19 09:00,29.6
283,경주시,2020-08-19 10:00,29.4
283,경주시,2020-08-19 11:00,29.3
283,경주시,2020-08-19 12:00,29.3
283,경주시,2020-08-19 13:00,29.3
283,경주시,2020-08-19 14:00,29.5
283,경주시,2020-08-19 15:00,29.7
283,경주시,2020-08-19 16:00,29.9
283,경주시,2020-08-19 17:00,30.2
283,경주시,2020-08-19 18:00,30.5
283,경주시,2020-08-19 19:00,30.7
283,경주시,2020-08-19 20:00,30.9
283,경주시,2020-08-19 21:00,31.1
283,경주시,2020-08-19 22:00,31.1
283,경주시,2020-08-19 23:00,31.1
283,경주시,2020-08-20 00:00,31.1
283,경주시,2020-08-20 01:00,31
283,경주시,2020-08-20 02:00,30.9
283,경주시,2020-08-20 03:00,30.8
283,경주시,2020-08-20 04:00,30.6
283,경주시,2020-08-20 05:00,30.5
283,경주시,2020-08-20 06:00,30.3
283,경주시,2020-08-20 07:00,30.2
283,경주시,2020-08-20 08:00,30
283,경주시,2020-08-20 09:00,29.9
283,경주시,2020-08-20 10:00,29.8
283,경주시,2020-08-20 11:00,29.7
283,경주시,2020-08-20 12:00,29.6
283,경주시,2020-08-20 13:00,29.7
283,경주시,2020-08-20 14:00,29.8
283,경주시,2020-08-20 15:00,30
283,경주시,2020-08-20 16:00,30.2
283,경주시,2020-08-20 17:00,30.5
283,경주시,2020-08-20 18:00,30.8
283,경주시,2020-08-20 19:00,31
283,경주시,2020-08-20 20:00,31.2
283,경주시,2020-08-20 21:00,31.3
283,경주시,2020-08-20 22:00,31.3
283,경주시,2020-08-20 23:00,31.3
283,경주시,2020-08-21 00:00,31.2
283,경주시,2020-08-21 01:00,31.2
283,경주시,2020-08-21 02:00,31
283,경주시,2020-08-21 03:00,30.9
283,경주시,2020-08-21 04:00,30.8
283,경주시,2020-08-21 05:00,30.6
283,경주시,2020-08-21 06:00,30.5
283,경주시,2020-08-21 07:00,30.3
283,경주시,2020-08-21 08:00,30.2
283,경주시,2020-08-21 09:00,30.1
283,경주시,2020-08-21 10:00,30
283,경주시,2020-08-21 11:00,29.9
283,경주시,2020-08-21 12:00,29.8
283,경주시,2020-08-21 13:00,29.8
283,경주시,2020-08-21 14:00,29.8
283,경주시,2020-08-21 15:00,29.9
283,경주시,2020-08-21 16:00,30
283,경주시,2020-08-21 17:00,30.1
283,경주시,2020-08-21 18:00,30.2
283,경주시,2020-08-21 19:00,30.4
283,경주시,2020-08-21 20:00,30.5
283,경주시,2020-08-21 21:00,30.6
283,경주시,2020-08-21 22:00,30.6
283,경주시,2020-08-21 23:00,30.6
283,경주시,2020-08-22 00:00,30.5
283,경주시,2020-08-22 01:00,30.4
283,경주시,2020-08-22 02:00,30.3
283,경주시,2020-08-22 03:00,30.2
283,경주시,2020-08-22 04:00,30.1
283,경주시,2020-08-22 05:00,30
283,경주시,2020-08-22 06:00,29.9
283,경주시,2020-08-22 07:00,29.8
283,경주시,2020-08-22 08:00,29.7
283,경주시,2020-08-22 09:00,29.6
283,경주시,2020-08-22 10:00,29.5
283,경주시,2020-08-22 11:00,29.4
283,경주시,2020-08-22 12:00,29.4
283,경주시,2020-08-22 13:00,29.4
283,경주시,2020-08-22 14:00,29.4
283,경주시,2020-08-22 15:00,29.4
283,경주시,2020-08-22 16:00,29.5
283,경주시,2020-08-22 17:00,29.6
283,경주시,2020-08-22 18:00,29.7
283,경주시,2020-08-22 19:00,29.7
283,경주시,2020-08-22 20:00,29.8
283,경주시,2020-08-22 21:00,29.8
283,경주시,2020-08-22 22:00,29.8
283,경주시,2020-08-22 23:00,29.8
283,경주시,2020-08-23 00:00,29.8
283,경주시,2020-08-23 01:00,29.7
283,경주시,2020-08-23 02:00,29.6
283,경주시,2020-08-23 03:00,29.5
283,경주시,2020-08-23 04:00,29.4
283,경주시,2020-08-23 05:00,29.3
283,경주시,2020-08-23 06:00,29.2
283,경주시,2020-08-23 07:00,29.1
283,경주시,2020-08-23 08:00,29
283,경주시,2020-08-23 09:00,29
283,경주시,2020-08-23 10:00,28.9
283,경주시,2020-08-23 11:00,28.9
283,경주시,2020-08-23 12:00,28.8
283,경주시,2020-08-23 13:00,28.9
283,경주시,2020-08-23 14:00,29
283,경주시,2020-08-23 15:00,29.2
283,경주시,2020-08-23 16:00,29.4
283,경주시,2020-08-23 17:00,29.6
283,경주시,2020-08-23 18:00,29.9
283,경주시,2020-08-23 19:00,30.1
283,경주시,2020-08-23 20:00,30.2
283,경주시,2020-08-23 21:00,30.3
283,경주시,2020-08-23 22:00,30.4
283,경주시,2020-08-23 23:00,30.4
283,경주시,2020-08-24 00:00,30.3
